playlist_date,artist_variance,genre_variance,track_count,norm_artist_variance,norm_gen_variance,artist_pop,danceability,duration_ms,energy,instrumentalness,liveness,loudness,release_year,speechiness,tempo,track_pop,valence,artist,artist_genre,key,mode,time_signature
2016-04-01,23,13,23,1.0,0.5652173913043478,67.21739130434783,0.5590434782608696,216682.26086956522,0.6183478260869565,0.03672766173913043,0.17648695652173912,-9.436,1985.0434782608695,0.07476521739130434,131.11678260869564,45.608695652173914,0.7131739130434782,Toots & The Maytals,album rock,2,1,4
2016-07-01,60,27,76,0.7894736842105263,0.35526315789473684,65.85526315789474,0.6107763157894737,215709.38157894736,0.6859078947368421,0.023622702763157897,0.19978157894736842,-8.09932894736842,1988.4736842105262,0.05896710526315789,120.30715789473683,40.75,0.7694868421052632,Grateful Dead,album rock,0,1,4
2017-04-01,45,24,48,0.9375,0.5,61.729166666666664,0.6187916666666666,225460.08333333334,0.6344458333333333,0.06804812041666666,0.19263958333333334,-8.9044375,1989.5625,0.06554166666666666,120.77420833333333,31.604166666666668,0.7361875000000001,Fleetwood Mac,album rock,2,1,4
2017-07-01,8,7,9,0.8888888888888888,0.7777777777777778,65.66666666666667,0.565,252589.0,0.7008888888888889,0.07798478888888888,0.1483888888888889,-6.355,2012.5555555555557,0.06208888888888889,107.86644444444444,39.111111111111114,0.5574444444444445,Coldplay,permanent wave,2,1,4
2017-09-01,29,20,45,0.6444444444444445,0.4444444444444444,65.46666666666667,0.5775333333333333,226843.15555555557,0.4302444444444445,0.032775917111111115,0.1591088888888889,-8.923066666666667,2011.2444444444445,0.05134,121.49140000000001,43.22222222222222,0.42304444444444445,Niall Horan,dance pop,1,1,4
2017-11-01,18,13,94,0.19148936170212766,0.13829787234042554,66.07070707070707,0.5623232323232323,217643.55555555556,0.6108686868686869,0.05152825262626262,0.20166969696969697,-7.529696969696969,2012.3030303030303,0.06578484848484849,128.19689898989898,14.404040404040405,0.5272020202020202,Phoenix,alternative dance,0,1,4
2018-01-01,36,24,43,0.8372093023255814,0.5581395348837209,61.97674418604651,0.5793720930232559,238383.81395348837,0.5856511627906976,0.05779245488372093,0.1937767441860465,-7.915139534883721,2016.0,0.05195813953488372,124.39293023255813,32.06976744186046,0.48208604651162795,Glass Animals,dance pop,0,1,4
2018-02-01,17,14,29,0.5862068965517241,0.4827586206896552,56.48275862068966,0.6160689655172413,230847.37931034484,0.6717241379310345,0.04591517068965517,0.19606551724137933,-7.222793103448276,2016.1724137931035,0.06682068965517242,122.63006896551724,25.137931034482758,0.5456551724137931,Wallows,indie pop,0,1,4
2018-03-01,32,20,42,0.7619047619047619,0.47619047619047616,57.976190476190474,0.551952380952381,228436.92857142858,0.6336190476190476,0.02640478404761905,0.27258095238095237,-8.276714285714286,2016.452380952381,0.050878571428571426,121.94566666666667,23.69047619047619,0.5813166666666666,Wallows,indie pop,0,1,4
2018-04-01,16,9,17,0.9411764705882353,0.5294117647058824,59.11764705882353,0.5791176470588235,223904.88235294117,0.7587058823529411,0.039470195294117646,0.2348941176470588,-5.764235294117647,2014.8823529411766,0.043029411764705885,118.71629411764707,24.352941176470587,0.5775294117647058,Vampire Weekend,baroque pop,5,1,4
2018-05-01,3,3,4,0.75,0.75,62.5,0.71225,173276.0,0.5417500000000001,0.0060160000000000005,0.1089,-7.75625,2002.5,0.03985,105.73025000000001,22.0,0.768,The Walters,chicago indie,10,1,4
2018-10-01,30,21,35,0.8571428571428571,0.6,64.31428571428572,0.6308857142857143,233507.88571428572,0.6262000000000001,0.045464404,0.16289142857142858,-7.1901142857142855,2012.2571428571428,0.04595428571428572,119.53437142857142,36.65714285714286,0.5357657142857143,Jack Johnson,neo mellow,0,1,4
2018-11-01,22,17,23,0.9565217391304348,0.7391304347826086,54.17391304347826,0.5757391304347826,236718.13043478262,0.7217391304347827,0.08363373086956521,0.15119130434782607,-5.924304347826087,2013.7826086956522,0.04427391304347826,119.50739130434783,33.391304347826086,0.5453043478260869,BRONCHO,alternative rock,2,1,4
2018-12-01,13,11,18,0.7222222222222222,0.6111111111111112,56.111111111111114,0.6119444444444445,203702.83333333334,0.6314444444444445,0.031780148333333334,0.23333333333333334,-8.3755,2003.611111111111,0.04701111111111111,121.61794444444445,25.333333333333332,0.6873333333333334,Vulfpeck,ann arbor indie,7,1,4
2019-02-01,17,15,22,0.7727272727272727,0.6818181818181818,58.54545454545455,0.5297727272727273,222352.95454545456,0.5845909090909092,0.07023988409090909,0.2347090909090909,-7.609954545454546,2011.0454545454545,0.04503181818181818,126.46672727272727,34.5,0.4894454545454545,Wallows,indie pop,7,1,4
2019-09-01,16,15,21,0.7619047619047619,0.7142857142857143,64.23809523809524,0.6489047619047619,204263.66666666666,0.6256190476190476,0.0410228280952381,0.1723047619047619,-6.874238095238096,2009.904761904762,0.06356666666666666,111.86661904761905,23.571428571428573,0.6779142857142857,Vampire Weekend,baroque pop,2,1,4
2020-01-01,23,17,27,0.8518518518518519,0.6296296296296297,62.81818181818182,0.6021212121212122,209796.42424242425,0.6500606060606061,0.1351902521212121,0.1566151515151515,-7.346424242424242,2017.090909090909,0.04545757575757576,113.86636363636363,26.666666666666668,0.5723939393939393,Cage The Elephant,alternative rock,7,1,4
2020-04-01,35,23,48,0.7291666666666666,0.4791666666666667,64.65306122448979,0.5856122448979592,223502.89795918367,0.6274285714285714,0.07840829653061224,0.1586918367346939,-9.512714285714285,1986.8979591836735,0.060063265306122444,120.87189795918367,48.755102040816325,0.649469387755102,The Rolling Stones,album rock,2,1,4
2020-05-01,47,15,70,0.6714285714285714,0.21428571428571427,61.51428571428571,0.5321728571428571,220154.38571428572,0.7608714285714286,0.07780738728571429,0.2055857142857143,-5.673671428571429,2006.6142857142856,0.04747714285714286,125.18249999999999,42.74285714285714,0.5719857142857143,The Flaming Lips,alternative rock,9,1,4
2020-07-01,9,8,14,0.6428571428571429,0.5714285714285714,60.86666666666667,0.5640666666666667,226112.46666666667,0.6275333333333334,0.05617632733333334,0.16478666666666666,-7.6532,2010.8,0.06443333333333333,116.21966666666667,28.266666666666666,0.5165466666666666,Cold War Kids,alternative rock,2,1,4
2020-08-01,24,16,45,0.5333333333333333,0.35555555555555557,57.08888888888889,0.548,214092.42222222223,0.6289555555555556,0.16456875311111113,0.15438444444444446,-7.5912444444444445,2014.5111111111112,0.05432444444444444,119.00046666666665,26.444444444444443,0.5129600000000001,Beck,alternative rock,7,1,4
2020-10-01,5,5,7,0.7142857142857143,0.7142857142857143,71.0,0.496,226587.85714285713,0.588,0.005958071428571429,0.17017142857142856,-6.759285714285714,2018.857142857143,0.04108571428571428,109.94328571428572,55.0,0.46714285714285714,Tyler Childers,kentucky indie,7,1,4
2020-12-01,13,12,15,0.8666666666666667,0.8,53.2,0.5760666666666666,201677.4,0.5732,0.12280733666666667,0.1432733333333333,-9.061466666666666,2004.8666666666666,0.042493333333333334,131.7672,37.13333333333333,0.5184666666666666,Westerman,uk alternative pop,7,1,4
2021-01-01,12,8,14,0.8571428571428571,0.5714285714285714,70.07142857142857,0.6275000000000001,217180.92857142858,0.5960714285714286,0.1273526142857143,0.13838571428571428,-8.118357142857143,1996.4285714285713,0.06387857142857142,132.73385714285715,52.42857142857143,0.5962142857142857,Cage The Elephant,modern alternative rock,9,1,4
2021-02-01,40,25,53,0.7547169811320755,0.4716981132075472,56.283018867924525,0.5703018867924529,211285.56603773584,0.6501320754716982,0.05449798603773585,0.17526981132075473,-8.164641509433963,1996.2264150943397,0.05217547169811321,125.47537735849056,39.679245283018865,0.6446415094339623,David Bowie,alternative rock,4,1,4
2021-03-01,38,21,52,0.7307692307692307,0.40384615384615385,62.15873015873016,0.570047619047619,215112.04761904763,0.630095238095238,0.04466355126984127,0.14895555555555556,-8.469746031746032,1990.952380952381,0.04527777777777778,120.99596825396826,49.25396825396825,0.6027761904761905,Cage The Elephant,album rock,2,1,4
2021-04-01,5,5,13,0.38461538461538464,0.38461538461538464,61.23076923076923,0.5588461538461538,224605.15384615384,0.3993846153846154,0.11889407615384616,0.17993076923076926,-11.824615384615385,2018.923076923077,0.041,117.79553846153847,48.53846153846154,0.4186153846153846,Shakey Graves,austin americana,5,1,4
2021-05-01,29,16,36,0.8055555555555556,0.4444444444444444,44.13513513513514,0.5426756756756757,195925.43243243243,0.7113513513513514,0.0513114645945946,0.19327837837837838,-7.31327027027027,1998.1891891891892,0.044221621621621625,122.53548648648649,27.324324324324323,0.6476486486486487,The Gants,bubblegum pop,9,1,4
2021-06-01,13,10,13,1.0,0.7692307692307693,56.92307692307692,0.5333846153846153,234517.15384615384,0.541923076923077,0.028818492307692307,0.13656153846153846,-8.077615384615385,2004.6923076923076,0.06413846153846153,110.28115384615384,40.30769230769231,0.5164615384615384,Billie Eilish,alternative rock,2,1,4
2021-07-01,21,18,21,1.0,0.8571428571428571,49.38095238095238,0.5575714285714286,225917.04761904763,0.6981904761904763,0.06422151,0.2396904761904762,-6.936285714285715,2006.8095238095239,0.04354761904761904,129.7867619047619,44.095238095238095,0.6092857142857143,Father John Misty,alternative rock,9,1,4
2021-08-01,16,13,18,0.8888888888888888,0.7222222222222222,46.55555555555556,0.6006111111111111,223629.27777777778,0.6025,0.08612243722222222,0.16852777777777778,-8.472166666666666,2004.111111111111,0.04705555555555555,124.39561111111112,37.388888888888886,0.639888888888889,Belle and Sebastian,alternative rock,2,1,4
2021-09-01,17,11,17,1.0,0.6470588235294118,51.411764705882355,0.552,233052.41176470587,0.6099411764705882,0.04097289,0.22313529411764704,-8.889235294117647,1998.1176470588234,0.03808235294117647,117.5565294117647,44.470588235294116,0.6063529411764705,The Replacements,alternative rock,4,1,4
2021-10-01,25,18,27,0.9259259259259259,0.6666666666666666,51.77777777777778,0.5643333333333334,210574.85185185185,0.6346296296296297,0.08505274888888889,0.19711851851851853,-6.948851851851852,2016.111111111111,0.04441851851851852,125.52303703703703,46.22222222222222,0.5222962962962963,The Hails,alternative rock,7,1,4
2021-11-01,16,12,16,1.0,0.75,46.3125,0.589375,247758.3125,0.539,0.123797375,0.20720625,-8.9158125,2004.0625,0.040793750000000004,126.1555625,47.0,0.5470625,Jonathan Richman & The Modern Lovers,alternative rock,5,1,4
2021-12-01,28,25,31,0.9032258064516129,0.8064516129032258,58.41935483870968,0.5929354838709677,227087.29032258064,0.6334193548387097,0.13129614258064515,0.1763516129032258,-7.9083225806451605,2011.6451612903227,0.04230645161290323,121.34290322580645,45.03225806451613,0.5813225806451613,FUR,brighton indie,7,1,4
2022-01-01,40,23,44,0.9090909090909091,0.5227272727272727,51.52272727272727,0.6017045454545454,218697.97727272726,0.6296136363636363,0.05346855477272727,0.21935000000000002,-7.727636363636364,2015.6363636363637,0.04514772727272727,122.53420454545454,46.31818181818182,0.5846818181818182,FINNEAS,indie pop,0,1,4
2022-02-01,28,16,28,1.0,0.5714285714285714,50.57142857142857,0.5691071428571429,215926.25,0.6397857142857143,0.09148331714285715,0.18361071428571427,-8.052857142857144,2015.392857142857,0.06190357142857143,118.59846428571429,48.32142857142857,0.5799285714285715,Drug Cabin,,2,1,4
2022-03-01,29,16,32,0.90625,0.5,53.625,0.6069687500000001,201513.125,0.67171875,0.1846137328125,0.16916875,-6.8625,2018.4375,0.054975,127.467875,48.25,0.60640625,Belle and Sebastian,alternative rock,9,1,4
2022-04-01,22,18,23,0.9565217391304348,0.782608695652174,54.95652173913044,0.5832173913043478,212388.52173913043,0.7013913043478261,0.165625,0.2222869565217391,-6.830217391304347,2017.4347826086957,0.04305652173913043,130.6,43.869565217391305,0.5810260869565217,The Growlers,,9,1,4
2022-05-01,23,11,23,1.0,0.4782608695652174,46.43478260869565,0.5660869565217391,232113.47826086957,0.7072173913043478,0.022698967826086956,0.20420434782608696,-7.056,2013.5217391304348,0.04997391304347826,117.58039130434783,48.78260869565217,0.6108695652173913,Fleet Foxes,,11,1,4
2022-06-01,11,6,15,0.7333333333333333,0.4,39.4,0.6051333333333333,219045.33333333334,0.8162666666666667,0.24917426533333334,0.23128,-5.923466666666667,2020.7333333333333,0.03955333333333333,118.7716,40.733333333333334,0.7048666666666666,Something Simple,,4,1,4
